availability,condition,image,item_number,price,product,retail_price,warranty
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116243-1081.jpg,116243-WHTDJ,"$14,995.00",Rolex Datejust 36 Women's White Dial Watch 116243,"$19,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-lady-31-178344-996.jpg,178344-MOPRO,"$9,775.00",Rolex Datejust 31 178344,"$12,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-176200-284.jpg,176200-SLVPSAO,"$4,575.00",Rolex Oyster Perpetual 26 Women's Watch 176200,"$4,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1119.jpg,116244-SLVJDDO,"$12,500.00",Rolex Datejust 36 116244,"$16,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-176200-280.jpg,176200-SLVMDO,"$4,095.00",Rolex Oyster Perpetual 26 176200,"$4,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179173-2247.jpg,179173-SLVJDO,"$8,275.00",Rolex Lady-Datejust 26 Silver Dial Women's Watch 179173,"$10,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116233-2196.jpg,116233-SLVJDJ,"$10,495.00",Rolex Datejust 36 116233,"$12,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1296.jpg,116244-MOPDO,"$14,950.00",Rolex Datejust 36 Diamond Watch 116244,"$19,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179173-1839.jpg,179173-BLKJDJ,"$8,275.00",Rolex Lady-Datejust 26 Black Dial Women's Watch 179173,"$10,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179174-1475.jpg,179174-DMOPRO,"$7,375.00",Rolex Lady-Datejust 26 Women's Pearl Watch 179174,"$8,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179173-1849.jpg,179173-BLKSJ,"$6,795.00",Rolex Lady-Datejust 26 Watch for Women 179173,"$8,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116243-1022.jpg,116243-BMOPDJ,"$16,550.00",Rolex Datejust 36 Women's Watch 116243,"$22,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-26-179171-604.jpg,179171-BLKRJ,"$7,175.00",Rolex Lady-Datejust 26 Black Dial Women's Watch 179171,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+49), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179163-1611.jpg,179163-IVRPRO,"$6,475.00",Rolex Lady-Datejust 26 Oystersteel Women's Watch 179163,"$8,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179163-1603.jpg,179163-GRYRO,"$6,475.00",Rolex Lady-Datejust 26 Women's Watch 179163,"$8,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-179174-263.jpg,179174-BLKDJ,"$7,395.00",Rolex Lady-Datejust 26 Black Dial Women's Watch 179174,"$9,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179171-1199.jpg,179171-WHTRJ,"$6,995.00",Rolex Lady-Datejust 26 Women's Watch 179171,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-sky-dweller-326933-2.jpg,326933-CHAMPAGNE,"$17,495.00",Rolex Sky-Dweller Champagne Dial Men's Watch 326933,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-deepsea-116600-24.jpg,116600,"$13,995.00",Rolex Sea-Dweller 4000 116600,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-lady-steel-179160-495.jpg,179160-SLVSJ,"$4,975.00",Rolex Lady-Datejust 26 Silver Women's Watch 179160,"$6,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179174-1596.jpg,179174-BLKJDJ,"$7,250.00",Rolex Lady-Datejust 26 Oystersteel Women's Watch 179174,"$9,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179160-449.jpg,179160-BLKRJ,"$4,750.00",Rolex Lady-Datejust 26 Black Dial Women's Watch 179160,"$6,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-116201-337.jpg,116201-CHODJ,"$9,995.00",Rolex Datejust 36 116201,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179171-1147.jpg,179171-WHTRO,"$6,875.00",Rolex Lady-Datejust 26 179171,"$8,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179163-1735.jpg,179163-GRYRJ,"$6,875.00",Rolex Lady-Datejust 26 Grey Dial Women's Watch 179163,"$8,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179174-1792.jpg,179174-MOPDJ,"$8,775.00",Rolex Lady-Datejust 26 Women's Mop Watch 179174,"$11,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-lady-31-178384-1529.jpg,178384-BLKSO,"$10,250.00",Rolex Datejust 31 Women's Black Dial Watch 178384,"$13,900.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-lady-steel-gold-179161-86.jpg,179161-WHTRO,"$6,595.00",Rolex Lady-Datejust 26 White Dial Women's Watch 179161,"$8,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116243-992.jpg,116243-SLVFDJ,"$14,950.00",Rolex Datejust 36 Women's Silver Dial 116243,"$17,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-lady-31-178384-1545.jpg,178384-RHDFMO,"$10,250.00",Rolex Datejust 31 Women's Watch 178384,"$13,900.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179173-2400.jpg,179173-WHTRO,"$6,495.00",Rolex Lady-Datejust 26 179173,"$8,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-lady-steel-179160-slvsdo-34.jpg,179160-SLVSO,"$5,275.00",Rolex Lady-Datejust 26 Watch for Women 179160,"$6,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179174-1632.jpg,179174-DMOPRJ,"$7,195.00",Rolex Lady-Datejust 26 Women's 179174,"$8,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179163-1619.jpg,179163-MOPRO,"$7,595.00",Rolex Lady-Datejust 26 179163,"$9,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179161-883.jpg,179161-WHTRJ,"$6,875.00",Rolex Lady-Datejust 26 179161,"$8,950.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-air-king-114234-434.jpg,114234-WHTASO,"$4,995.00",Rolex Oyster Perpetual Air-King 114234,"$6,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179174-1666.jpg,179174-MOPRJ,"$7,095.00",Rolex Lady-Datejust 26 Pearl Watch 179174,"$8,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-sky-dweller-326933-106.jpg,326933-WHITE,"$17,495.00",Rolex Sky-Dweller White Dial Men's Watch 326933,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-deepsea-116660-28.jpg,116660,"$10,995.00",Rolex Deepsea 116660,"$12,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179173-1980.jpg,179173-SLVJDJ,"$8,195.00",Rolex Lady-Datejust 26 Oystersteel Women's Watch 179173,"$10,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1292.jpg,116244-BMOPDJ,"$14,750.00",Rolex Datejust 36 Women's Watch 116244,"$19,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1083.jpg,116244-SLVJDDJ,"$13,250.00",Rolex Datejust 36 Diamond Women's 116244,"$16,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-submariner-116613-104.jpg,116613LN-BLK,"$12,495.00",Rolex Submariner Date 116613LN,"$13,400.00","Lifetime (Included $295 Value),Platinum:Lifetime w/Ultrasonic Sale(+75)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279138rbr-360.jpg,279138RBR-LILRDP,"$27,500.00",Rolex Lady-Datejust 28 Lilac Dial Women's Watch 279138RBR,"$38,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-submariner-116613lb-37.jpg,116613LB,"$12,495.00",Rolex Submariner Date 116613LB,"$13,400.00","Lifetime (Included $295 Value),Platinum:Lifetime w/Ultrasonic Sale(+75)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-yacht-master-168622-34.jpg,168622,"$8,175.00",Rolex Yacht-Master 35 168622,"$10,550.00","Lifetime (Included $295 Value),Platinum:Lifetime w/Ultrasonic Sale(+75)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1308.jpg,116244-SLVDO,"$15,450.00",Rolex Datejust 36 Women's Diamond 116244,"$16,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279174-dgyrj-14.jpg,279174-DGRYRJ,"$6,495.00",Rolex Lady-Datejust 28 279174,"$7,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-gmt-master-ii-116710-121.jpg,116710BLNR,"$11,995.00",Rolex GMT-Master II 116710BLNR,,"Lifetime (Included $295 Value),Platinum:Lifetime w/Ultrasonic Sale(+75)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-deepsea-d-blue-dial-116660-26.jpg,116660-BLUO,"$14,750.00",Rolex Deepsea D-Blue Dial 116660,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-sky-dweller-326933-96.jpg,326933-BLACK,"$17,495.00",Rolex Sky-Dweller Black Dial Men's Watch 326933,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1288.jpg,116244-BMOPDO,"$14,500.00",Rolex Datejust 36 Women's Pearl Watch 116244,"$19,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-lady-datejust-26-179384-202.jpg,179384-SLVDJ,"$11,950.00",Rolex Lady-Datejust 26 179384,"$15,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-submariner-116610-33.jpg,116610,"$9,975.00",Rolex Submariner Date 116610,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1300.jpg,116244-MOPDJ,"$15,500.00",Rolex Datejust 36 Diamond Women's Watch 116244,"$19,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-lady-31-178344-966.jpg,178344-BRZRDRO,"$10,550.00",Rolex Datejust 31 Women's Watch 178344,"$12,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-yacht-master-ii-116681-47.jpg,116681-WHT,"$19,995.00",Rolex Yacht-Master II 116681,"$25,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-sea-dweller-4000-126600-2.jpg,126600,"$14,795.00",Rolex Sea-Dweller 4000 126600,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179174-1558.jpg,179174-SLVJDO,"$7,175.00",Rolex Lady-Datejust 26 179174,"$9,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116234-2074.jpg,116234-BMOPDO,"$9,775.00",Rolex Datejust 36 116234,"$12,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-submariner-116619-86.jpg,116619LB,"$28,850.00",Rolex Submariner Date 116619LB,"$36,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-lady-31-178384-1579.jpg,178384-SLVDO,"$11,995.00",Rolex Datejust 31 178384,"$15,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116500-2.jpg,116500LN-WHITE,"$20,995.00",Rolex Cosmograph Daytona Men's Watch 116500LN,,"Lifetime (Included $295 Value),Platinum:Lifetime w/Ultrasonic Sale(+75)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-oyster-perpetual-datejust-116203-2538.jpg,116203-STLRJ,"$8,575.00",Rolex Datejust 36 116203,"$10,800.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-oyster-perpetual-114300-49.jpg,114300-RHOSO,"$5,550.00",Rolex Oyster Perpetual 39 114300,"$5,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-ii-116333-227.jpg,116333-IVRSFO,"$9,875.00",Rolex Datejust II 41 116333,"$11,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,"New - Never Worn,Store Display Model (-250)",https://sep.yimg.com/ay/movadobaby/rolex-submariner-114060-39.jpg,114060,"$8,575.00",Rolex Submariner 114060,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale (+250),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179160-508.jpg,179160-SLVRJ,"$5,375.00",Rolex Lady-Datejust 26 179160,"$6,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-yacht-master-116622-137.jpg,116622-BLU,"$10,250.00",Rolex Yacht-Master 40 116622,"$11,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116243-1218.jpg,116243-CHPSO,"$13,250.00",Rolex Datejust 36 Women's Gold Watch 116243,"$17,250.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-oyster-perpetual-datejust-lady-31-178274-1725.jpg,178274-PRPRDRO,"$7,495.00",Rolex Datejust 31 Purple Diamond Oyster Bracelet Watch 178274,"$8,900.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179384-219.jpg,179384-MOPDO,"$12,750.00",Rolex Lady-Datejust 26 Oystersteel Women's Watch 179384,"$17,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-36mm-steel-116244-1284.jpg,116244-BLURO,"$10,950.00",Rolex Datejust 36 Women's Blue Dial Watch 116244,"$14,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://s.yimg.com/aah/movadobaby/rolex-lady-datejust-28-279161-547.jpg,279161-GRNDJ,"$9,575.00",Rolex Lady-Datejust 28 279161,"$11,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
IN STOCK,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-air-king-116900-31.jpg,116900,"$6,175.00",Rolex Oyster Perpetual Air-King 116900,,"6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
