availability,condition,image,item_number,price,product,retail_price,warranty 
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-361.jpg,279381RBR-CHOSDO,"$15,950.00",Rolex Lady-Datejust 28 279381RBR,"$17,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-5.jpg,279381RBR-CHOSDJ,"$16,650.00",Rolex Lady-Datejust 28 279381RBR,"$18,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381-2.jpg,279381RBR-CHODO,"$15,450.00",Rolex Lady-Datejust 28 279381RBR,"$16,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-354.jpg,279381RBR-CHODJ,"$15,950.00",Rolex Lady-Datejust 28 279381RBR,"$17,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-294.jpg,279381RBR-GRNDO,"$15,450.00",Rolex Lady-Datejust 28 279381RBR,"$16,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-315.jpg,279381RBR-GRNDJ,"$15,950.00",Rolex Lady-Datejust 28 279381RBR,"$17,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-385.jpg,279381RBR-MOPDO,"$17,250.00",Rolex Lady-Datejust 28 279381RBR,"$18,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-392.jpg,279381RBR-MOPDJ,"$17,750.00",Rolex Lady-Datejust 28 279381RBR,"$19,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-233.jpg,279381RBR-SDTRO,"$13,650.00",Rolex Lady-Datejust 28 279381RBR,"$14,900.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-280.jpg,279381RBR-SDTRJ,"$14,250.00",Rolex Lady-Datejust 28 279381RBR,"$15,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-240.jpg,279381RBR-SDTSO,"$13,650.00",Rolex Lady-Datejust 28 279381RBR,"$14,900.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279381rbr-273.jpg,279381RBR-SDTSJ,"$14,250.00",Rolex Lady-Datejust 28 279381RBR,"$15,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-325.jpg,279384RBR-SLVSDJ,"$14,950.00",Rolex Lady-Datejust 28 279384RBR,"$16,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-309.jpg,279384RBR-WHTRJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-297.jpg,279384RBR-DGRYDJ,"$14,350.00",Rolex Lady-Datejust 28 279384RBR,"$15,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-473.jpg,279384RBR-DGRYRO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-437.jpg,279384RBR-SLVRO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-466.jpg,279384RBR-DGRYSO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-235.jpg,279384RBR-DGRYSJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-221.jpg,279384RBR-SLVRJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-210.jpg,279384RBR-SLVSJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-459.jpg,279384RBR-PNKRO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-480.jpg,279384RBR-PNKRJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-579.jpg,279384RBR-MOPDO,"$16,150.00",Rolex Lady-Datejust 28 279384RBR,"$17,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-452.jpg,279384RBR-SLVSO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-488.jpg,279384RBR-DGRYRJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-546.jpg,279384RBR-PNKDO,"$14,300.00",Rolex Lady-Datejust 28 279384RBR,"$15,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-495.jpg,279384RBR-PNKSJ,"$12,750.00",Rolex Lady-Datejust 28 279384RBR,"$13,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-445.jpg,279384RBR-WHTRO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-429.jpg,279384RBR-PNKSO,"$12,650.00",Rolex Lady-Datejust 28 279384RBR,"$13,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-560.jpg,279384RBR-PNKDJ,"$14,350.00",Rolex Lady-Datejust 28 279384RBR,"$15,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-553.jpg,279384RBR-DGRYDO,"$14,300.00",Rolex Lady-Datejust 28 279384RBR,"$15,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279384rbr-586.jpg,279384RBR-MOPDJ,"$16,150.00",Rolex Lady-Datejust 28 279384RBR,"$17,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-632.jpg,279163-LAVDJ,"$10,300.00",Rolex Lady-Datejust 28 279163,"$11,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-544.jpg,279163-GRNDO,"$9,775.00",Rolex Lady-Datejust 28 279163,"$10,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-681.jpg,279163-MOPDO,"$11,500.00",Rolex Lady-Datejust 28 279163,"$12,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-639.jpg,279163-GRNDJ,"$10,300.00",Rolex Lady-Datejust 28 279163,"$11,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-688.jpg,279163-MOPDJ,"$11,990.00",Rolex Lady-Datejust 28 279163,"$13,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-625.jpg,279163-SLVDJ,"$10,300.00",Rolex Lady-Datejust 28 279163,"$11,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-250.jpg,279163-SLVRO,"$7,975.00",Rolex Lady-Datejust 28 279163,"$8,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-513.jpg,279163-SLVRJ,"$8,575.00",Rolex Lady-Datejust 28 279163,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-653.jpg,279163-SLVSDO,"$10,400.00",Rolex Lady-Datejust 28 279163,"$11,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-562.jpg,279163-CHPDO,"$9,775.00",Rolex Lady-Datejust 28 279163,"$10,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-646.jpg,279163-CHPDJ,"$10,300.00",Rolex Lady-Datejust 28 279163,"$11,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-478.jpg,279163-CHPRO,"$7,975.00",Rolex Lady-Datejust 28 279163,"$8,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-506.jpg,279163-CHPRJ,"$8,575.00",Rolex Lady-Datejust 28 279163,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-667.jpg,279163-SLVSDJ,"$10,850.00",Rolex Lady-Datejust 28 279163,"$11,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-569.jpg,279163-SLVDO,"$9,775.00",Rolex Lady-Datejust 28 279163,"$10,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-499.jpg,279163-WHTRJ,"$8,575.00",Rolex Lady-Datejust 28 279163,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-471.jpg,279163-SLVSO,"$7,975.00",Rolex Lady-Datejust 28 279163,"$8,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-535.jpg,279163-LAVDO,"$9,775.00",Rolex Lady-Datejust 28 279163,"$10,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-660.jpg,279163-CHPSDO,"$10,400.00",Rolex Lady-Datejust 28 279163,"$11,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-520.jpg,279163-CHPSJ,"$8,575.00",Rolex Lady-Datejust 28 279163,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-674.jpg,279163-CHPSDJ,"$10,850.00",Rolex Lady-Datejust 28 279163,"$11,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-527.jpg,279163-SLVSJ,"$8,575.00",Rolex Lady-Datejust 28 279163,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279163-485.jpg,279163-CHPSO,"$7,975.00",Rolex Lady-Datejust 28 279163,"$8,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279171-469.jpg,279171-WHTRO,"$8,375.00",Rolex Lady-Datejust 28 279171,"$8,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279383rbr-585.jpg,279383RBR-WHTRO,"$13,450.00",Rolex Lady-Datejust 28 279383RBR,"$14,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279160-315.jpg,279160-WHTRO,"$5,975.00",Rolex Lady-Datejust 28 279160,"$6,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279138rbr-475.jpg,279138RBR-LAVDJ,"$30,645.00",Rolex Lady-Datejust 28 279138RBR,"$34,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179163-1789.jpg,179163-WHTSJ,"$8,175.00",Rolex Lady-Datejust 26 179163,"$8,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 6 months,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-datejust-lady-steel-179160-488.jpg,179160-PNKAO,"$5,775.00",Rolex Lady-Datejust 26 179160,"$6,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale (+250),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-179384-233.jpg,179384-WHTDO,"$13,800.00",Rolex Lady-Datejust 26 179384,"$15,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279173-509.jpg,279173-WHTRO,"$8,075.00",Rolex Lady-Datejust 28 279173,"$8,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179171-1029.jpg,179171-WHTSJ,"$8,575.00",Rolex Lady-Datejust 26 179171,"$9,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279161-179.jpg,279161-MOPDJ,"$12,350.00",Rolex Lady-Datejust 28 279161,"$13,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-26-179173-1279.jpg,179173-GRYDJ,"$9,975.00",Rolex Lady-Datejust 26 179173,"$10,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179383-228.jpg,179383-GLDGJDO,"$16,650.00",Rolex Lady-Datejust 26 179383,"$18,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279174-562.jpg,279174-SLVSDO,"$9,375.00",Rolex Lady-Datejust 28 279174,"$9,950.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-lady-datejust-steel-gold-179161-785.jpg,179161-WHTDO,"$9,775.00",Rolex Lady-Datejust 26 179161,"$10,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-lady-steel-179174-145.jpg,179174-RHDDO,"$8,575.00",Rolex Lady-Datejust 26 179174,"$9,100.00","6 Years (Included),Silver: + 3 Years $95 Sale(+50), Gold:Lifetime $295 Best Value(+150),Platinum:Lifetime w/Ultrasonic $395 Sale(+225)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-126281rbr-3.jpg,126281RBR-DRHORDJ,"$20,900.00",Rolex Datejust 36 126281RBR,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-126233-3.jpg,126233-CHPDO,"$12,550.00",ROLEX DATEJUST 36 126233,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
